country,country_code,year,indicator,value,source,last_refresh
Sri Lanka,LKA,2005,labor_force,8161482.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2006,gdp_per_capita,28279802405.9138,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2006,income_share,7.0,World Bank - Income Share,2025-10-06
Sri Lanka,LKA,2006,labor_force,8192105.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2007,gdp_per_capita,32350238760.4239,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2007,labor_force,8222663.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2008,gdp_per_capita,40713826215.0093,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2008,labor_force,8251260.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2009,gdp_per_capita,42066224093.0065,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2009,income_share,7.8,World Bank - Income Share,2025-10-06
Sri Lanka,LKA,2009,labor_force,8275626.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2010,education_index,16.33612,World Bank - Education Statistics,2025-10-06
Sri Lanka,LKA,2010,gdp_per_capita,58636161081.712,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2010,labor_force,8298948.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2011,education_index,15.21977,World Bank - Education Statistics,2025-10-06
Sri Lanka,LKA,2011,gdp_per_capita,67753284043.9282,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2011,labor_force,8295313.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2012,education_index,17.12876,World Bank - Education Statistics,2025-10-06
Sri Lanka,LKA,2012,gdp_per_capita,70447216891.3366,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2012,gini,38.7,World Bank - Gini Index,2025-10-06
Sri Lanka,LKA,2012,income_share,7.3,World Bank - Income Share,2025-10-06
Sri Lanka,LKA,2012,labor_force,8326733.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2013,education_index,18.89607,World Bank - Education Statistics,2025-10-06
Sri Lanka,LKA,2013,gdp_per_capita,77000578167.353,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2013,labor_force,8033442.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2014,education_index,19.24564,World Bank - Education Statistics,2025-10-06
Sri Lanka,LKA,2014,gdp_per_capita,82528535713.926,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2014,internet_access,10.5,World Bank - Internet Access (% of population),2025-10-06
Sri Lanka,LKA,2014,labor_force,8054629.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2015,education_index,19.75837,World Bank - Education Statistics,2025-10-06
Sri Lanka,LKA,2015,gdp_per_capita,85090301052.0465,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2015,internet_access,15.3,World Bank - Internet Access (% of population),2025-10-06
Sri Lanka,LKA,2015,labor_force,8475356.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2016,education_index,18.83811,World Bank - Education Statistics,2025-10-06
Sri Lanka,LKA,2016,gdp_per_capita,88000211171.5956,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2016,gini,39.3,World Bank - Gini Index,2025-10-06
Sri Lanka,LKA,2016,income_share,7.1,World Bank - Income Share,2025-10-06
Sri Lanka,LKA,2016,internet_access,22.2,World Bank - Internet Access (% of population),2025-10-06
Sri Lanka,LKA,2016,labor_force,8605342.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2017,education_index,18.96117,World Bank - Education Statistics,2025-10-06
Sri Lanka,LKA,2017,gdp_per_capita,94369350285.5814,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2017,internet_access,25.1,World Bank - Internet Access (% of population),2025-10-06
Sri Lanka,LKA,2017,labor_force,8776309.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2018,education_index,19.63024,World Bank - Education Statistics,2025-10-06
Sri Lanka,LKA,2018,gdp_per_capita,94450015982.8405,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2018,internet_access,28.3,World Bank - Internet Access (% of population),2025-10-06
Sri Lanka,LKA,2018,labor_force,8523299.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2019,education_index,21.1277,World Bank - Education Statistics,2025-10-06
Sri Lanka,LKA,2019,gdp_per_capita,88998706296.5783,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2019,gini,37.7,World Bank - Gini Index,2025-10-06
Sri Lanka,LKA,2019,income_share,7.4,World Bank - Income Share,2025-10-06
Sri Lanka,LKA,2019,internet_access,32.0,World Bank - Internet Access (% of population),2025-10-06
Sri Lanka,LKA,2019,labor_force,8697166.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2020,gdp_per_capita,84335574581.5072,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2020,internet_access,36.2,World Bank - Internet Access (% of population),2025-10-06
Sri Lanka,LKA,2020,labor_force,8485010.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2021,gdp_per_capita,88556698937.7033,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2021,internet_access,44.5,World Bank - Internet Access (% of population),2025-10-06
Sri Lanka,LKA,2021,labor_force,8500316.0,World Bank - Labor Force Total,2025-10-06
Sri Lanka,LKA,2022,gdp_per_capita,74143020262.8076,World Bank - GDP per capita,2025-10-06
Sri Lanka,LKA,2022,internet_access,48.3,World Bank - Internet Access (% of population),2025-10-06
Sri Lanka,LKA,2022,labor_force,8527218.0,World Bank - Labor Force Total,2025-10-06
