Country,Country_Code,Year,Percentile,Indicator,Value
Pakistan,PK,2009,pall,anweal,22201.594
Pakistan,PK,2009,pall,wnweal,3.6833
Pakistan,PK,2010,p0p100,spllin,0.061099999
Pakistan,PK,2010,p0p50,sptinc,0.1897
Pakistan,PK,2010,p0p50,shweal,0.0472
Pakistan,PK,2010,pall,anweal,22213.3839
Pakistan,PK,2010,pall,wnweal,3.6494
Pakistan,PK,2011,p0p100,spllin,0.057500001
Pakistan,PK,2011,p0p50,sptinc,0.1916
Pakistan,PK,2011,p0p50,shweal,0.0469
Pakistan,PK,2011,pall,anweal,22274.5557
Pakistan,PK,2011,pall,wnweal,3.5657
Pakistan,PK,2012,p0p100,spllin,0.0616
Pakistan,PK,2012,p0p50,sptinc,0.1927
Pakistan,PK,2012,p0p50,shweal,0.0472
Pakistan,PK,2012,pall,anweal,22813.3027
Pakistan,PK,2012,pall,wnweal,3.5557
Pakistan,PK,2013,p0p100,spllin,0.066
Pakistan,PK,2013,p0p50,sptinc,0.1942
Pakistan,PK,2013,p0p50,shweal,0.0475
Pakistan,PK,2013,pall,anweal,24206.9912
Pakistan,PK,2013,pall,wnweal,3.6353
Pakistan,PK,2014,p0p100,spllin,0.065700002
Pakistan,PK,2014,p0p50,sptinc,0.191
Pakistan,PK,2014,p0p50,shweal,0.0469
Pakistan,PK,2014,pall,anweal,24262.4603
Pakistan,PK,2014,pall,wnweal,3.4933
Pakistan,PK,2015,p0p100,spllin,0.064300001
Pakistan,PK,2015,p0p50,sptinc,0.1891
Pakistan,PK,2015,p0p50,shweal,0.0465
Pakistan,PK,2015,pall,anweal,25548.2239
Pakistan,PK,2015,pall,wnweal,3.5215
Pakistan,PK,2016,p0p100,spllin,0.073100001
Pakistan,PK,2016,p0p50,sptinc,0.1912
Pakistan,PK,2016,p0p50,shweal,0.0468
Pakistan,PK,2016,pall,anweal,26330.4761
Pakistan,PK,2016,pall,wnweal,3.4916
Pakistan,PK,2017,p0p100,spllin,0.070900001
Pakistan,PK,2017,p0p50,sptinc,0.1926
Pakistan,PK,2017,p0p50,shweal,0.047
Pakistan,PK,2017,pall,anweal,28650.8049
Pakistan,PK,2017,pall,wnweal,3.6647
Pakistan,PK,2018,p0p100,spllin,0.068700001
Pakistan,PK,2018,p0p50,sptinc,0.1941
Pakistan,PK,2018,p0p50,shweal,0.0472
Pakistan,PK,2018,pall,anweal,29978.8122
Pakistan,PK,2018,pall,wnweal,3.7632
Pakistan,PK,2019,p0p100,spllin,0.074500002
Pakistan,PK,2019,p0p50,sptinc,0.1941
Pakistan,PK,2019,p0p50,shweal,0.0472
Pakistan,PK,2019,pall,anweal,27274.4648
Pakistan,PK,2019,pall,wnweal,3.4797
Pakistan,PK,2020,p0p100,spllin,0.079000004
Pakistan,PK,2020,p0p50,sptinc,0.1941
Pakistan,PK,2020,p0p50,shweal,0.0472
Pakistan,PK,2020,pall,anweal,30085.9775
Pakistan,PK,2020,pall,wnweal,3.8463
Pakistan,PK,2021,p0p100,spllin,0.0836
Pakistan,PK,2021,p0p50,sptinc,0.1941
Pakistan,PK,2021,p0p50,shweal,0.0472
Pakistan,PK,2021,pall,anweal,31590.236
Pakistan,PK,2021,pall,wnweal,3.8996
Pakistan,PK,2022,p0p100,spllin,0.0858
Pakistan,PK,2022,p0p50,sptinc,0.1941
Pakistan,PK,2022,p0p50,shweal,0.0472
Pakistan,PK,2022,pall,anweal,33628.5939
Pakistan,PK,2022,pall,wnweal,4.083600000000001
Pakistan,PK,2023,p0p100,spllin,0.086999997
Pakistan,PK,2023,p0p50,sptinc,0.1941
Pakistan,PK,2023,p0p50,shweal,0.0472
Pakistan,PK,2023,pall,anweal,31098.9583
Pakistan,PK,2023,pall,wnweal,3.9157
Pakistan,PK,2024,p0p100,spllin,0.087499999
Pakistan,PK,2024,p0p50,sptinc,0.1941
Pakistan,PK,2024,p0p50,shweal,0.0472
Pakistan,PK,2024,pall,anweal,31056.9063
Pakistan,PK,2024,pall,wnweal,3.9157
Sri Lanka,LK,2000,p0p100,spllin,0.2133
Sri Lanka,LK,2000,p0p50,sptinc,0.1469
Sri Lanka,LK,2000,p0p50,shweal,0.0415
Sri Lanka,LK,2000,pall,anweal,24934.7134
Sri Lanka,LK,2000,pall,wnweal,3.5499
Sri Lanka,LK,2001,p0p100,spllin,0.2182
Sri Lanka,LK,2001,p0p50,sptinc,0.1436
Sri Lanka,LK,2001,p0p50,shweal,0.04
Sri Lanka,LK,2001,pall,anweal,22961.1522
Sri Lanka,LK,2001,pall,wnweal,3.6162
Sri Lanka,LK,2002,p0p100,spllin,0.214
Sri Lanka,LK,2002,p0p50,sptinc,0.139
Sri Lanka,LK,2002,p0p50,shweal,0.0393
Sri Lanka,LK,2002,pall,anweal,24060.2301
Sri Lanka,LK,2002,pall,wnweal,3.5749
Sri Lanka,LK,2003,p0p100,spllin,0.21359999
Sri Lanka,LK,2003,p0p50,sptinc,0.1395
Sri Lanka,LK,2003,p0p50,shweal,0.0396
Sri Lanka,LK,2003,pall,anweal,27472.8369
Sri Lanka,LK,2003,pall,wnweal,3.7449
Sri Lanka,LK,2004,p0p100,spllin,0.21340001
Sri Lanka,LK,2004,p0p50,sptinc,0.142
Sri Lanka,LK,2004,p0p50,shweal,0.0399
Sri Lanka,LK,2004,pall,anweal,23246.7408
Sri Lanka,LK,2004,pall,wnweal,3.055
Sri Lanka,LK,2005,p0p100,spllin,0.2103
Sri Lanka,LK,2005,p0p50,sptinc,0.1437
Sri Lanka,LK,2005,p0p50,shweal,0.0402
Sri Lanka,LK,2005,pall,anweal,31384.2641
Sri Lanka,LK,2005,pall,wnweal,3.9413
Sri Lanka,LK,2006,p0p100,spllin,0.2124
Sri Lanka,LK,2006,p0p50,sptinc,0.1445
Sri Lanka,LK,2006,p0p50,shweal,0.0405
Sri Lanka,LK,2006,pall,anweal,35451.8089
Sri Lanka,LK,2006,pall,wnweal,4.1544
Sri Lanka,LK,2007,p0p100,spllin,0.21259999
Sri Lanka,LK,2007,p0p50,sptinc,0.1488
Sri Lanka,LK,2007,p0p50,shweal,0.0427
Sri Lanka,LK,2007,pall,anweal,38320.081
Sri Lanka,LK,2007,pall,wnweal,4.2133
Sri Lanka,LK,2008,p0p100,spllin,0.2131
Sri Lanka,LK,2008,p0p50,sptinc,0.1581
Sri Lanka,LK,2008,p0p50,shweal,0.044
Sri Lanka,LK,2008,pall,anweal,41699.6415
Sri Lanka,LK,2008,pall,wnweal,4.4424
Sri Lanka,LK,2009,p0p100,spllin,0.21080001
Sri Lanka,LK,2009,p0p50,sptinc,0.1641
Sri Lanka,LK,2009,p0p50,shweal,0.0449
Sri Lanka,LK,2009,pall,anweal,37284.6427
Sri Lanka,LK,2009,pall,wnweal,3.7711
Sri Lanka,LK,2010,p0p100,spllin,0.2124
Sri Lanka,LK,2010,p0p50,sptinc,0.1572
Sri Lanka,LK,2010,p0p50,shweal,0.0439
Sri Lanka,LK,2010,pall,anweal,46208.7007
Sri Lanka,LK,2010,pall,wnweal,4.387300000000001
Sri Lanka,LK,2011,p0p100,spllin,0.2085
Sri Lanka,LK,2011,p0p50,sptinc,0.1566
Sri Lanka,LK,2011,p0p50,shweal,0.0434
Sri Lanka,LK,2011,pall,anweal,50476.5732
Sri Lanka,LK,2011,pall,wnweal,4.444100000000001
Sri Lanka,LK,2012,p0p100,spllin,0.2289
Sri Lanka,LK,2012,p0p50,sptinc,0.1547
Sri Lanka,LK,2012,p0p50,shweal,0.0428
Sri Lanka,LK,2012,pall,anweal,54956.0161
Sri Lanka,LK,2012,pall,wnweal,4.5521
Sri Lanka,LK,2013,p0p100,spllin,0.2492
Sri Lanka,LK,2013,p0p50,sptinc,0.1547
Sri Lanka,LK,2013,p0p50,shweal,0.0426
Sri Lanka,LK,2013,pall,anweal,57432.5129
Sri Lanka,LK,2013,pall,wnweal,4.674300000000001
Sri Lanka,LK,2014,p0p100,spllin,0.2511
Sri Lanka,LK,2014,p0p50,sptinc,0.1554
Sri Lanka,LK,2014,p0p50,shweal,0.0426
Sri Lanka,LK,2014,pall,anweal,60639.3371
Sri Lanka,LK,2014,pall,wnweal,4.7207
Sri Lanka,LK,2015,p0p100,spllin,0.25729999
Sri Lanka,LK,2015,p0p50,sptinc,0.157
Sri Lanka,LK,2015,p0p50,shweal,0.0426
Sri Lanka,LK,2015,pall,anweal,67209.7972
Sri Lanka,LK,2015,pall,wnweal,5.0128
Sri Lanka,LK,2016,p0p100,spllin,0.24429999
Sri Lanka,LK,2016,p0p50,sptinc,0.1568
Sri Lanka,LK,2016,p0p50,shweal,0.0425
Sri Lanka,LK,2016,pall,anweal,72657.4291
Sri Lanka,LK,2016,pall,wnweal,5.2538
Sri Lanka,LK,2017,p0p100,spllin,0.2527
Sri Lanka,LK,2017,p0p50,sptinc,0.1567
Sri Lanka,LK,2017,p0p50,shweal,0.0425
Sri Lanka,LK,2017,pall,anweal,77512.6824
Sri Lanka,LK,2017,pall,wnweal,5.303900000000001
Sri Lanka,LK,2018,p0p100,spllin,0.2423
Sri Lanka,LK,2018,p0p50,sptinc,0.1567
Sri Lanka,LK,2018,p0p50,shweal,0.0424
Sri Lanka,LK,2018,pall,anweal,79190.236
Sri Lanka,LK,2018,pall,wnweal,5.3693
Sri Lanka,LK,2019,p0p100,spllin,0.2694
Sri Lanka,LK,2019,p0p50,sptinc,0.1567
Sri Lanka,LK,2019,p0p50,shweal,0.0425
Sri Lanka,LK,2019,pall,anweal,76624.0802
Sri Lanka,LK,2019,pall,wnweal,5.276400000000001
Sri Lanka,LK,2020,p0p100,spllin,0.27219999
Sri Lanka,LK,2020,p0p50,sptinc,0.1567
Sri Lanka,LK,2020,p0p50,shweal,0.0425
Sri Lanka,LK,2020,pall,anweal,75011.821
Sri Lanka,LK,2020,pall,wnweal,5.492
Sri Lanka,LK,2021,p0p100,spllin,0.28490001
Sri Lanka,LK,2021,p0p50,sptinc,0.1567
Sri Lanka,LK,2021,p0p50,shweal,0.0425
Sri Lanka,LK,2021,pall,anweal,76130.6066
Sri Lanka,LK,2021,pall,wnweal,5.4236
Sri Lanka,LK,2022,p0p100,spllin,0.30160001
Sri Lanka,LK,2022,p0p50,sptinc,0.1567
Sri Lanka,LK,2022,p0p50,shweal,0.0425
Sri Lanka,LK,2022,pall,anweal,64181.8558
Sri Lanka,LK,2022,pall,wnweal,5.0831
Sri Lanka,LK,2023,p0p100,spllin,0.2951
Sri Lanka,LK,2023,p0p50,sptinc,0.1567
Sri Lanka,LK,2023,p0p50,shweal,0.0425
Sri Lanka,LK,2023,pall,anweal,66029.2357
Sri Lanka,LK,2023,pall,wnweal,5.2093
Sri Lanka,LK,2024,p0p100,spllin,0.2999
Sri Lanka,LK,2024,p0p50,sptinc,0.1567
Sri Lanka,LK,2024,p0p50,shweal,0.0425
Sri Lanka,LK,2024,pall,anweal,71803.4169
Sri Lanka,LK,2024,pall,wnweal,5.2093
